languageCode,translationId,languageName,languageNameInEnglish,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_last_error
blx,blx,Mag-Indi Ayata,"Ayta, Mag-Indi",,ebible.org,Aytan Mag-Indi,Portions of the Holy Bible in the Ayta Mag-Indi language of  the Republic of the Philippines,False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/blx/,0.0,0.0,0.0,27.0,260.0,7876.0,0.0,0.0,0.0,BLXWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,blx2020eb,,ltr,True,DejaVu Serif,Ayta Mag-Indi Bible,,Latin,2025-04-29,blx,C:\ebible_data\private_projects\blx\copr.htm,"Mag-Indi Ayata (Ayta, Mag-Indi)",,Aytan Mag-Indi,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\blx--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\blx,2025-04-30,C:\ebible_data\private_corpus\blx-blx.txt,2025-04-30,,
bmo,bmo,Bambalang,Bambalang,,ebible.org,Ŋwaʼaŋlɨ Kɨǹ a Fhi,Bambalang: Ŋwaʼaŋlɨ Kɨǹ a Fhi (New Testament+),False,"Copyright © 2019 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/bmo/,0.0,0.0,0.0,27.0,260.0,7953.0,0.0,0.0,0.0,BMOWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bmo2019eb,,ltr,True,DejaVu Serif,Bambalang: Ŋwaʼaŋlɨ Kɨǹ a Fhi (New Testament+),,Latin,2025-04-29,bmo,C:\ebible_data\private_projects\bmo\copr.htm,Bambalang,,Ŋwaʼaŋlɨ Kɨǹ a Fhi,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2019,,2025-04-30,C:\ebible_data\downloads\bmo--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bmo,2025-04-30,C:\ebible_data\private_corpus\bmo-bmo.txt,2025-04-30,,
bno,bno,Bantoanon,Bantoanon,,ebible.org,Bag-ong Kasuyatan ag Henesis — Exodo,Bantoanon: Bag-ong Kasuyatan ag Henesis — Exodo New Testament+,False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/bno/,2.0,90.0,2704.0,27.0,260.0,7913.0,0.0,0.0,0.0,BNOWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bno2016eb,,ltr,True,DejaVu Serif,Bantoanon: Bag-ong Kasuyatan ag Henesis — Exodo New Testament+,,Latin,2020-11-14,bno,C:\ebible_data\private_projects\bno\copr.htm,Bantoanon,,Bag-ong Kasuyatan ag Henesis — Exodo,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\bno--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bno,2025-04-30,C:\ebible_data\private_corpus\bno-bno.txt,2025-04-30,,
bod,bod,བོད་ཡིག,Tibetan,Central,ebible.org,Central Tibetan Bible,"Tibetan, Central: Radiant Light to the Ends of the Earth (New Testament+)",False,Copyright © 2009-2022 gSungrab,2025-04-29,http://ebible.org/bod/,0.0,0.0,0.0,27.0,260.0,7873.0,0.0,0.0,0.0,BODTBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bod2018eb,,ltr,True,Noto Serif Tibetan,Central Tibetan Bible,,Tibetan,2025-04-29,bod,C:\ebible_data\private_projects\bod\copr.htm,བོད་ཡིག (Tibetan),Central,Central Tibetan Bible,Unknown,,,gSungrab,copyright © 2009-2022,,2025-04-30,C:\ebible_data\downloads\bod--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bod,2025-04-30,C:\ebible_data\private_corpus\bod-bod.txt,2025-04-30,,
bor,bor,Borôro,Borôro,,ebible.org,Pao Kurireu Bataru Kurireu; O Novo Testamento,Borôro: Pao Kurireu Bataru Kurireu; O Novo Testamento (New Testament),False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/bor/,0.0,0.0,0.0,27.0,260.0,7469.0,0.0,0.0,0.0,BORWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bor2020eb,,ltr,True,DejaVu Serif,Borôro: Pao Kurireu Bataru Kurireu; O Novo Testamento (New Testament),,Latin,2020-11-14,bor,C:\ebible_data\private_projects\bor\copr.htm,Borôro,,Pao Kurireu Bataru Kurireu; O Novo Testamento,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\bor--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bor,2025-04-30,C:\ebible_data\private_corpus\bor-bor.txt,2025-04-30,,
bov,bov,Tuwuli,Tuwuli,,ebible.org,Tuwuli,Tuwuli: Baguma Apam Vɔḛ a Tuwuli New Testament,False,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/bov/,0.0,0.0,0.0,27.0,260.0,7914.0,0.0,0.0,0.0,BOVWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bov2008eb,,ltr,True,DejaVu Serif,Tuwuli NT,,Latin,2025-04-29,bov,C:\ebible_data\private_projects\bov\copr.htm,Tuwuli,,Tuwuli,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2008,,2025-04-30,C:\ebible_data\downloads\bov--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bov,2025-04-30,C:\ebible_data\private_corpus\bov-bov.txt,2025-04-30,,
bqj,bqj,Bandial,Bandial,,ebible.org,Firim fafu fal Aláemit,Bandial: Firim fafu fal Aláemit Bible,False,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/bqj/,3.0,58.0,1645.0,27.0,260.0,7939.0,0.0,0.0,0.0,BQJWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bqj2015eb,,ltr,True,DejaVu Serif,Bandial: Firim fafu fal Aláemit Bible,,Latin,2025-04-29,bqj,C:\ebible_data\private_projects\bqj\copr.htm,Bandial,,Firim fafu fal Aláemit,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-04-30,C:\ebible_data\downloads\bqj--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bqj,2025-04-30,C:\ebible_data\private_corpus\bqj-bqj.txt,2025-04-30,,
brb,brb,Brao,Brao,,ebible.org,ព្រះគម្ពីរ ព្រៅ,Brao Cambodia NT,False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/brb/,4.0,208.0,1718.0,19.0,190.0,6059.0,0.0,0.0,0.0,BRBWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,brb2020eb,,ltr,True,Hanuman,Brao Cambodia NT,,Khmer,2025-04-29,brb,C:\ebible_data\private_projects\brb\copr.htm,Brao,,ព្រះគម្ពីរ ព្រៅ,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\brb--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\brb,2025-04-30,C:\ebible_data\private_corpus\brb-brb.txt,2025-04-30,,
bru,bru,Eastern Bru,Eastern Bru,,ebible.org,Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru,"Bru, Eastern: Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru Bible",False,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2020-11-17,http://ebible.org/bru/,39.0,929.0,22874.0,27.0,260.0,7921.0,0.0,0.0,0.0,BRUWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bru2015eb,,ltr,True,DejaVu Serif,"Bru, Eastern: Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru Bible",,Latin,2020-11-17,bru,C:\ebible_data\private_projects\bru\copr.htm,Eastern Bru,,Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-04-30,C:\ebible_data\downloads\bru--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bru,2025-04-30,C:\ebible_data\private_corpus\bru-bru.txt,2025-04-30,,
bsc,bsc,Oniyan,Oniyan,,ebible.org,Oniyan,Oniyan: Oniyan (New Testament+),False,"Copyright © 2017 Wycliffe Bible Translators, Inc.",2025-04-29,http://ebible.org/bsc/,1.0,50.0,1533.0,27.0,260.0,7954.0,0.0,0.0,0.0,BSCWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bsc2017eb,,ltr,True,DejaVu Serif,Oniyan Bible,,Latin,2025-04-29,bsc,C:\ebible_data\private_projects\bsc\copr.htm,Oniyan,,Oniyan,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2017,,2025-04-30,C:\ebible_data\downloads\bsc--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bsc,2025-04-30,C:\ebible_data\private_corpus\bsc-bsc.txt,2025-04-30,,
buk,buk2013,Bugawac,Bugawac,,png.bible,Anötö ndê Yom Lêŋsêm Wakuc,Bugawac: Anötö ndê Yom Lêŋsêm Wakuc New Testament,False,Copyright © 2013 Lutheran Bible Translators Australia,2020-11-11,http://png.bible/buk2013/,0.0,0.0,0.0,27.0,260.0,7795.0,0.0,0.0,0.0,BUKWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,buk2013eb,,ltr,True,DejaVu Serif,Bugawac: Anötö ndê Yom Lêŋsêm Wakuc New Testament,,Latin,2020-11-12,buk2013,C:\ebible_data\private_projects\buk2013\copr.htm,Bugawac,,,Unknown,,,Lutheran Bible Translators Australia,copyright © 2013,,2025-04-30,C:\ebible_data\downloads\buk2013--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\buk2013,2025-04-30,C:\ebible_data\private_corpus\buk-buk2013.txt,2025-04-30,,
bwu,bwu,Buli (Ghana),Buli (Ghana),,ebible.org,The New Testament in the Buli language (Ghana),Buli: The New Testament in the Buli language (Ghana) (New Testament),False,"Copyright © 2003 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/bwu/,0.0,0.0,0.0,27.0,260.0,7836.0,0.0,0.0,0.0,BWUWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bwu2003eb,,ltr,True,DejaVu Serif,Buli: The New Testament in the Buli language (Ghana) (New Testament),,Latin,2020-11-14,bwu,C:\ebible_data\private_projects\bwu\copr.htm,Buli (Ghana),,Buli,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2003,,2025-04-30,C:\ebible_data\downloads\bwu--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bwu,2025-04-30,C:\ebible_data\private_corpus\bwu-bwu.txt,2025-04-30,,
bxh,bxh24,Buhutu,Buhutu,,png.bible,Buhutu Matiu,Buhutu: Buhutu Matiu (Portions),False,Copyright © 2024 SIL International,2024-09-20,http://png.bible/bxh24/,0.0,0.0,0.0,1.0,28.0,1059.0,0.0,0.0,0.0,BXH24W,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bxh2024eb,,ltr,True,Gentium Plus,Buhutu: Buhutu Matiu (Portions),,Latin,2024-09-20,bxh24,C:\ebible_data\private_projects\bxh24\copr.htm,Buhutu,,,Unknown,,,SIL International,copyright © 2024,,2025-04-30,C:\ebible_data\downloads\bxh24--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bxh24,2025-04-30,C:\ebible_data\private_corpus\bxh-bxh24.txt,2025-04-30,,
bzi,bzi,Bisu,Bisu,,ebible.org,จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง,Bisu: จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง New Testament,False,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/bzi/,0.0,0.0,0.0,27.0,260.0,7900.0,0.0,0.0,0.0,BZIWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,bzi2015eb,,ltr,True,Noto Serif Thai,Bisu: จี่วีดม้าม้า พระคัมภีร์ อางซื่อ บี่ซู่ ต่าง New Testament,,Thai,2020-11-14,bzi,C:\ebible_data\private_projects\bzi\copr.htm,Bisu,,Bisu,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-04-30,C:\ebible_data\downloads\bzi--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\bzi,2025-04-30,C:\ebible_data\private_corpus\bzi-bzi.txt,2025-04-30,,
cam,cam,Cemuhî,Cemuhî,,ebible.org,Tii Iitihi: Élele Iitihi na mwo Coho,Cemuhî: Tii Iitihi: Élele Iitihi na mwo Coho (New Testament),False,"Copyright © 2017 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cam/,0.0,0.0,0.0,27.0,260.0,7740.0,0.0,0.0,0.0,CAMWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cam2017eb,,ltr,True,DejaVu Serif,Cemuhî: Tii Iitihi: Élele Iitihi na mwo Coho (New Testament),,Latin,2020-11-14,cam,C:\ebible_data\private_projects\cam\copr.htm,Cemuhî,,Tii Iitihi: Élele Iitihi na mwo Coho,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2017-2018,,2025-04-30,C:\ebible_data\downloads\cam--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cam,2025-04-30,C:\ebible_data\private_corpus\cam-cam.txt,2025-04-30,,
car,car,Carib,Carib,,ebible.org,Asery Tamusi karetary,New Testament in Carib (NS:car:Carib),False,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2020-11-11,http://ebible.org/car/,0.0,0.0,0.0,27.0,260.0,7943.0,0.0,0.0,0.0,CARWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,car2010eb,,ltr,True,DejaVu Serif,New Testament in Carib (NS:car:Carib),,Latin,2020-11-12,car,C:\ebible_data\private_projects\car\copr.htm,Carib,,Asery Tamusi karetary,Unknown,,,Language:,Copyright © 2003 Suriname Bible Society,,2025-04-30,C:\ebible_data\downloads\car--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\car,2025-04-30,C:\ebible_data\private_corpus\car-car.txt,2025-04-30,,
cje,cje,Chru,Chru,,ebible.org,Chru,Chru: Chru (New Testament),False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cje/,0.0,0.0,0.0,27.0,260.0,7953.0,0.0,0.0,0.0,CJEWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cje2020eb,,ltr,True,DejaVu Serif,Chru: Chru (New Testament),,Latin,2020-11-14,cje,C:\ebible_data\private_projects\cje\copr.htm,Chru,,Chru,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\cje--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cje,2025-04-30,C:\ebible_data\private_corpus\cje-cje.txt,2025-04-30,,
cko,cko,Anufo,Anufo,,ebible.org,Nyεmε Jɔrε Kadasi,The New Testament in Anufo (Chokosi),False,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2020-11-13,http://ebible.org/cko/,0.0,0.0,0.0,27.0,260.0,7913.0,0.0,0.0,0.0,CKOWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cko2009eb,,ltr,True,DejaVu Serif,The New Testament in Anufo (Chokosi),,Latin,2020-11-14,cko,C:\ebible_data\private_projects\cko\copr.htm,Anufo,,Nyεmε Jɔrε Kadasi,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2009,,2025-04-30,C:\ebible_data\downloads\cko--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cko,2025-04-30,C:\ebible_data\private_corpus\cko-cko.txt,2025-04-30,,
cmn,cmn-ncvs,中国语文,Chinese,"Mandarin, simplified script",ebible.org,新译本,Chinese New Version (simplified),False,"Copyright © 1976, 1992, 1999, 2001, 2005, 2010 The Worldwide Bible Society Limited",2022-03-11,http://ebible.org/cmn-ncvs/,39.0,929.0,23134.0,27.0,260.0,7942.0,0.0,0.0,0.0,CHNNCS,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cmnNCVs2010eb,6039.0,ltr,True,Bitstream Cyberbit,Chinese New Version (simplified),,CJK,2021-11-30,ncvs,C:\ebible_data\private_projects\ncvs\copr.htm,中国语文 (Chinese),"Mandarin, simplified script",,Unknown,,,The Worldwide Bible Society Limited,"copyright © 1976, 1992, 1999, 2001, 2005, 2010",Translation by: The Worldwide Bible Society Ltd.,2025-04-30,C:\ebible_data\downloads\cmn-ncvs--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\ncvs,2025-04-30,C:\ebible_data\private_corpus\cmn-ncvs.txt,2025-04-30,,
cmn,cmn-ncvt,中國語文,Chinese,"Mandarin, traditional script",ebible.org,新譯本,Chinese New Version (traditional),False,"Copyright © 1976, 1992, 1999, 2001, 2005, 2010 The Worldwide Bible Society Limited",2021-10-15,http://ebible.org/cmn-ncvt/,39.0,929.0,23135.0,27.0,260.0,7941.0,0.0,0.0,0.0,CHNNCT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cmnNCVt2010eb,6039.0,ltr,True,Bitstream Cyberbit,Chinese New Version (traditional),,CJK,2021-11-30,ncvt,C:\ebible_data\private_projects\ncvt\copr.htm,中國語文 (Chinese),"Mandarin, traditional script",,Unknown,,,The Worldwide Bible Society Limited,"copyright © 1976, 1992, 1999, 2001, 2005, 2010",Translation by: The Worldwide Bible Society,2025-04-30,C:\ebible_data\downloads\cmn-ncvt--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\ncvt,2025-04-30,C:\ebible_data\private_corpus\cmn-ncvt.txt,2025-04-30,,
cmn,cmn2006,中国语文,Chinese,"Mandarin, simplified script",ebible.org,圣 经 普通话本,"The Holy Bible in Chinese (simplified), Easy Reading Version",False,"Copyright © 2004, 2006 World Bible Translation Center",2021-10-15,http://ebible.org/cmn2006/,39.0,929.0,22526.0,27.0,260.0,7936.0,0.0,0.0,0.0,CHNWTS,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cmnWBTC2006eb,6039.0,ltr,True,Bitstream Cyberbit,Chinese (simplified) Easy Reading Version,,CJK,2020-10-09,cmn2006,C:\ebible_data\private_projects\cmn2006\copr.htm,中国语文 (Chinese),"Mandarin, simplified script",圣 经 普通话本,Public Domain,,,Public Domain,,Translation by: World Bible Translation Center,2025-04-30,C:\ebible_data\downloads\cmn2006--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cmn2006,2025-04-30,C:\ebible_data\private_corpus\cmn-cmn2006.txt,2025-04-30,,
cmo,cmo,Central Mnong,Central Mnong,,ebible.org,Nau Kôranh Brah Ngơi Nau Tâm Rnglăp Mhe,"Mnong, Central: Nau Kôranh Brah Ngơi Nau Tâm Rnglăp Mhe New Testament",False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cmo/,0.0,0.0,0.0,27.0,260.0,7937.0,0.0,0.0,0.0,CMOWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cmo2016eb,,ltr,True,DejaVu Serif,"Mnong, Central: Nau Kôranh Brah Ngơi Nau Tâm Rnglăp Mhe New Testament",,Latin,2020-11-14,cmo,C:\ebible_data\private_projects\cmo\copr.htm,Central Mnong,,Nau Kôranh Brah Ngơi Nau Tâm Rnglăp Mhe,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\cmo--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cmo,2025-04-30,C:\ebible_data\private_corpus\cmo-cmo.txt,2025-04-30,,
cmo,cmok,Central Mnong,Central Mnong,,ebible.org,នាវ​កោរាញ​ឞ្រាស​ងើយ​​នាវ​តឹម​រាង្លាប់​មហែ,"Mnong, Central: នាវ​កោរាញ​ឞ្រាស​ងើយ​​នាវ​តឹម​រាង្លាប់​មហែ New Testament",False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cmok/,0.0,0.0,0.0,27.0,260.0,7937.0,0.0,0.0,0.0,CMOKWB,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cmok2016eb,14145.0,ltr,True,Hanuman,"Mnong, Central: នាវ​កោរាញ​ឞ្រាស​ងើយ​​នាវ​តឹម​រាង្លាប់​មហែ New Testament",,Khmer,2020-11-14,cmok,C:\ebible_data\private_projects\cmok\copr.htm,Central Mnong,,នាវ​កោរាញ​ឞ្រាស​ងើយ​​នាវ​តឹម​រាង្លាប់​មហែ,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\cmok--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cmok,2025-04-30,C:\ebible_data\private_corpus\cmo-cmok.txt,2025-04-30,,
coe,coe,Koreguaje,Koreguaje,,ebible.org,Dios Chʉ'o Kʉaphʉro,Koreguaje: Dios Chʉ'o Kʉaphʉro New Testament,False,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2020-11-18,http://ebible.org/coe/,0.0,0.0,0.0,27.0,260.0,7737.0,0.0,0.0,0.0,COEWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,coe2009eb,,ltr,True,DejaVu Serif,Koreguaje: Dios Chʉ'o Kʉaphʉro New Testament,,Latin,2020-11-19,coe,C:\ebible_data\private_projects\coe\copr.htm,Koreguaje,,Dios Chʉ'o Kʉaphʉro,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2009,,2025-04-30,C:\ebible_data\downloads\coe--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\coe,2025-04-30,C:\ebible_data\private_corpus\coe-coe.txt,2025-04-30,,
cok,cok,"Cora, Santa Teresa","Cora, Santa Teresa",,ebible.org,Ɨ nyúucarij tɨ jájcua tɨ aꞌɨj́na áꞌxaj ɨ Tavástaraꞌ ɨ Jesús tɨ Cɨríistuꞌ pueꞌeen ajta Salmos,"Cora, Santa Teresa: Ɨ nyúucarij tɨ jájcua tɨ aꞌɨj́na áꞌxaj ɨ Tavástaraꞌ ɨ Jesús tɨ Cɨríistuꞌ pueꞌeen ajta Salmos New Testament+",False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-30,http://ebible.org/cok/,1.0,150.0,2452.0,27.0,260.0,7958.0,0.0,0.0,0.0,COKWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cok2016eb,,ltr,True,DejaVu Serif,Santa Teresa Cora Bible,,Latin,2020-12-01,cok,C:\ebible_data\private_projects\cok\copr.htm,"Cora, Santa Teresa",,Ɨ nyúucarij tɨ jájcua tɨ aꞌɨj́na áꞌxaj ɨ Tavástaraꞌ ɨ Jesús tɨ Cɨríistuꞌ pueꞌeen ajta Salmos,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\cok--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cok,2025-04-30,C:\ebible_data\private_corpus\cok-cok.txt,2025-04-30,,
cou,cou,Wamey,Wamey,,ebible.org,Vikerëh Vikasëk W̃ën gë Wapëgwala,Wamey: Vikerëh Vikasëk W̃ën gë Wapëgwala (New Testament+),False,"Copyright © 2018 Wycliffe Bible Translators, Inc.",2020-12-01,http://ebible.org/cou/,1.0,50.0,1520.0,27.0,260.0,7936.0,0.0,0.0,0.0,COUWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cou2018eb,,ltr,True,DejaVu Serif,Wamey New Testament + Genesis,,Latin,2020-12-02,cou,C:\ebible_data\private_projects\cou\copr.htm,(Wamey),,Vikerëh Vikasëk W̃ën gë Wapëgwala,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2018,,2025-04-30,C:\ebible_data\downloads\cou--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cou,2025-04-30,C:\ebible_data\private_corpus\cou-cou.txt,2025-04-30,,
crj,crj,Īnū Ayimūn,Īnū Ayimūn,,ebible.org,Cree: Eastern. Chishemanituu Utayimuwin kaa uskaach testimint.,"Cree, Southern East: Cree: Eastern. Chishemanituu Utayimuwin kaa uskaach testimint. New Testament",False,"Copyright © 2001 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/crj/,0.0,0.0,0.0,27.0,260.0,7958.0,0.0,0.0,0.0,CRJWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,crj2001eb,,ltr,True,FreeSans,"Cree, Southern East: Cree: Eastern. Chishemanituu Utayimuwin kaa uskaach testimint. New Testament",,Unified Canadian Aboriginal Syllabics,2020-11-17,crj,C:\ebible_data\private_projects\crj\copr.htm,Īnū Ayimūn,,Cree: Eastern. Chishemanituu Utayimuwin kaa uskaach testimint.,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2001,,2025-04-30,C:\ebible_data\downloads\crj--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\crj,2025-04-30,C:\ebible_data\private_corpus\crj-crj.txt,2025-04-30,,
crl,crl,"Cree, Northern East","Cree, Northern East",,ebible.org,Cree: Coastal (East Coast),"Cree, Northern East: Cree: Coastal (East Coast) New Testament",False,"Copyright © 2016 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/crl/,0.0,0.0,0.0,27.0,260.0,7955.0,0.0,0.0,0.0,CRLWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,crl2016eb,,ltr,True,FreeSans,"Cree, Northern East: Cree: Coastal (East Coast) New Testament",,Unified Canadian Aboriginal Syllabics,2020-11-14,crl,C:\ebible_data\private_projects\crl\copr.htm,"Cree, Northern East",,Cree: Coastal (East Coast),Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2016,,2025-04-30,C:\ebible_data\downloads\crl--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\crl,2025-04-30,C:\ebible_data\private_corpus\crl-crl.txt,2025-04-30,,
cul,cul,Culina,Kulina,,ebible.org,El Nuevo Testamento en el idioma Culina (mádija) del Perú,Kulina: El Nuevo Testamento en el idioma Culina (mádija) del Perú New Testament,False,"Copyright © 2014 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cul/,0.0,0.0,0.0,27.0,260.0,7863.0,0.0,0.0,0.0,CULWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cul2014eb,,ltr,True,DejaVu Serif,Culina NT,,Latin,2020-11-17,cul,C:\ebible_data\private_projects\cul\copr.htm,Culina (Kulina),,El Nuevo Testamento en el idioma Culina (mádija) del Perú,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2014,,2025-04-30,C:\ebible_data\downloads\cul--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cul,2025-04-30,C:\ebible_data\private_corpus\cul-cul.txt,2025-04-30,,
